"","Species","taxon","male_mass","female_mass","male_wing","female_wing","male_tarsus","female_tarsus","male_bill","female_bill","female","male","family","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Kipps.Distance","Hand-Wing.Index","Tail.Length","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","min_elev","max_elev","species","mean_hct_female","mean_hct_male","sd_hct_female","sd_hct_male","mean_hb_female","mean_hb_male","sd_hb_female","sd_hb_male","SSDI_hct","SSDI_hb","max_sample_elev","mean_sample_elev","min_sample_elev","SSDI_mass","SSDI_bill","SSDI_wing","SSDI_tarsus"
"2147","Moho nobilis","Moho nobilis",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148","Phylidonyris pyrrhoptera","Phylidonyris pyrrhoptera",18.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246575342465753,NA,NA,NA
"2149","Phylidonyris novaehollandiae","Phylidonyris novaehollandiae",21.5,19,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",22.8,9.8,2.9,4,21.8,17,22.4,75.4,"Shrubland",2,2,"Herbivore","Nectarivore",-43.64,-25,-34.87,140.14,851798.64,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131578947368421,NA,NA,NA
"2150","Phylidonyris nigra","Phylidonyris nigra",19.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147058823529412,NA,NA,NA
"2151","Phylidonyris albifrons","Phylidonyris albifrons",19.3,15.7,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",20.6,9.9,2.8,3.7,20.2,16,20.4,72.4,"Shrubland",2,1,"Herbivore","Nectarivore",-36.48,-22.57,-30.62,132.18,792198.36,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229299363057325,NA,NA,NA
"2152","Phylidonyris undulata","Phylidonyris undulata",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153","Phylidonyris notabilis","Phylidonyris notabilis",29.7,24.8,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",31.3,19.3,3.5,4.2,26.5,16.8,19.7,73.7,"Forest",1,1,"Omnivore","Omnivore",-16.85,-13.48,-15.61,167.36,8862.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19758064516129,NA,NA,NA
"2154","Phylidonyris melanops","Phylidonyris melanops",19.3,17.2,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",21.3,11.9,2.7,3.5,21.2,18.2,23.9,66.2,"Shrubland",2,1,"Omnivore","Nectarivore",-43.64,-26.9,-34.12,134.98,1135955.29,0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122093023255814,NA,NA,NA
"2155","Ramsayornis fasciatus","Ramsayornis fasciatus",13.2,12.3,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",16.4,8.9,2.9,3.1,17,14.7,20.6,47.2,"Forest",2,1,"Omnivore","Omnivore",-24.14,-10.02,-16.03,135.63,931104.02,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073170731707317,NA,NA,NA
"2156","Plectorhyncha lanceolata","Plectorhyncha lanceolata",42.4,38.8,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",20.7,11.9,3.7,4.8,24.8,22.3,21.1,98.8,"Forest",2,1,"Herbivore","Omnivore",-37.8,-17.83,-28.84,146.02,2020455.09,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0927835051546392,NA,NA,NA
"2157","Xanthomyza phrygia","Xanthomyza phrygia",43.7,36.6,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",21.6,8.3,3.3,4.4,22.2,29.4,26.6,97.2,"Forest",2,2,"Herbivore","Omnivore",-36.73,-30.58,-34.17,148.6,8643.74,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193989071038251,NA,NA,NA
"2158","Acanthorhynchus tenuirostris","Acanthorhynchus tenuirostris",11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",26.8,18.9,2.3,2.7,18,14.2,20.6,57.1,"Forest",2,1,"Omnivore","Nectarivore",-43.64,-15,-33.06,147.62,763502.74,0,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159","tenuirostris","tenuirostris",NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160","dubius","dubius",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","Acanthorhynchus superciliosus","Acanthorhynchus superciliosus",10.5,9,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",23.6,15.5,2.3,2.8,19.9,9.5,15.9,54.3,"Shrubland",2,1,"Herbivore","Nectarivore",-35.14,-28.9,-32.88,117.85,182218.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,NA
"2162","Entomyzon cyanotis","Entomyzon cyanotis",114,97.2,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",33.7,15.5,5.2,7.1,31.9,40.2,25.7,120.4,"Forest",2,1,"Omnivore","Omnivore",-38.83,-8.61,-24.27,142.71,2737578.58,0,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172839506172839,NA,NA,NA
"2163","Manorina melanophrys","Manorina melanophrys",32.3,28.6,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",17.1,7.4,3,4.9,22.1,18.2,19.9,81.3,"Forest",2,1,"Carnivore","Invertivore",-39.15,-25.73,-32.98,150.17,317354.76,0,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129370629370629,NA,NA,NA
"2164","Manorina melanocephala","Manorina melanocephala",63.4,57.2,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",24.3,10.5,4.1,5.6,30.7,33.9,24.8,121.3,"Woodland",2,1,"Omnivore","Omnivore",-43.58,-12.75,-29.23,146.36,2065246.62,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108391608391608,NA,NA,NA
"2165","Manorina flavigula flavigula","Manorina flavigula",63.8,55.8,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",25.7,12.3,3.9,5.3,29.8,29.2,22.6,104.1,"Woodland",2,1,"Carnivore","Invertivore",-36.8,-10.9,-25.2,133.02,6815495.21,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14336917562724,NA,NA,NA
"2166","Manorina flavigula wayensis","Manorina flavigula",55.2,49.7,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",25.7,12.3,3.9,5.3,29.8,29.2,22.6,104.1,"Woodland",2,1,"Carnivore","Invertivore",-36.8,-10.9,-25.2,133.02,6815495.21,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110663983903421,NA,NA,NA
"2167","Manorina melanotis","Manorina melanotis",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",25.5,12.5,4.2,4.9,26.9,27.3,22.5,107.8,"Woodland",2,1,"Carnivore","Invertivore",-35.1,-33.17,-33.56,140.6,1748.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168","Anthornis melanura","Anthornis melanura",30.7,23.6,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",20.1,9,3,3.9,25.9,17.2,19.1,80.3,"Forest",1,1,"Herbivore","Nectarivore",-50.93,-34.13,-41.93,172.67,212871.76,0,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300847457627119,NA,NA,NA
"2169","Anthochaera carunculata","Anthochaera carunculata",114,98.7,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",32.3,12.8,4.8,6.1,34.1,39.9,25.6,163.2,"Forest",2,2,"Herbivore","Nectarivore",-39.49,-26.2,-32.09,134.25,2173024.9,0,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155015197568389,NA,NA,NA
"2170","Anthochaera chrysoptera","Anthochaera chrysoptera",77,59.7,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",29.1,12.1,4.3,5.9,27.4,24.7,19.8,139.5,"Forest",2,1,"Herbivore","Nectarivore",-43.64,-24,-34.64,146.85,671226.2,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289782244556114,NA,NA,NA
"2171","Anthochaera lunulata","Anthochaera lunulata",71.2,53.7,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",32.2,13.9,4.1,5.5,26.5,25.4,20.6,135.9,"Shrubland",2,1,"Herbivore","Nectarivore",-35.19,-28.55,-32.52,117.94,237097.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325884543761639,NA,NA,NA
"2172","Anthochaera paradoxa","Anthochaera paradoxa",168,123,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",31.9,11.8,5,6.4,40.2,40.2,23.2,233.6,"Forest",1,2,"Herbivore","Nectarivore",-43.6,-39.58,-41.86,146.9,46805.04,0,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365853658536585,NA,NA,NA
"2173","Prosthemadera novaeseelandiae","Prosthemadera novaeseelandiae",125,89.6,NA,NA,NA,NA,NA,NA,NA,NA,"Meliphagidae",31.3,14.2,5.2,5.9,36.5,29.9,20.8,118.8,"Forest",1,1,"Herbivore","Nectarivore",-50.93,-29.24,-39.14,172.93,125476.53,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395089285714286,NA,NA,NA
"2174","Oriolus brachyrhynchus","Oriolus brachyrhynchus",50.7,47.4,NA,NA,NA,NA,NA,NA,NA,NA,"Oriolidae",23.7,13.9,8,7.6,21.9,28.2,24.6,82.8,"Forest",1,1,"Omnivore","Invertivore",-8.52,11.88,2.3,13.61,2640549.2,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069620253164557,NA,NA,NA
"2175","Lanius tigrinus","Lanius tigrinus",28.3,32.1,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",19.5,12.3,7,8.9,23.2,24.7,30,66.6,"Woodland",2,3,"Carnivore","Invertivore",26.15,46.32,36.94,119.92,2874862.37,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.118380062305296,NA,NA,NA
"2176","Lanius bucephalus","Lanius bucephalus",NA,44.8,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",20,11.6,6,8.7,25.5,19.3,23,87.3,"Shrubland",3,3,"Carnivore","Invertivore",24.22,50.79,40.1,127.06,1714597.84,0,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2177","Lanius collurio","Lanius collurio",27.9,29,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",18.7,10.6,5.6,7,23.8,29,31,75.9,"Woodland",3,3,"Carnivore","Invertivore",32.25,66.4,52.82,41.84,10799323.67,0,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0379310344827587,NA,NA,NA
"2178","Lanius collurioides","Lanius collurioides",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",17.9,9.7,5.9,6.8,25.3,22.3,24.9,95.1,"Shrubland",2,2,"Carnivore","Invertivore",10.91,27.27,21.75,102.66,1600656.54,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179","Lanius schach","Lanius schach",53.4,49.7,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",21.8,13.2,6.8,9.2,29.2,18.6,20.3,123.3,"Shrubland",2,2,"Carnivore","Invertivore",-10.25,44.41,23.44,92.75,11170512.1,0,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0744466800804828,NA,NA,NA
"2180","Lanius tephronotus","Lanius tephronotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",21.6,11.5,6.4,8.9,28.5,20.4,20.6,109,"Grassland",3,3,"Carnivore","Invertivore",23,39.69,31.55,98.62,1356194.63,2700,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181","Lanius meridionalis pallidirostris","Lanius meridionalis",61,51.7,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",22.9,13.2,6.7,8.9,30.6,24.8,23.8,106.2,"Shrubland",2,2,"Carnivore","Invertivore",36.47,44.6,40.37,-3.1,557659.42,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179883945841393,NA,NA,NA
"2182","Lanius minor","Lanius minor",45.7,47.3,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",20,11,6.9,9.2,25.5,42.6,36,87.6,"Grassland",3,3,"Carnivore","Invertivore",31.54,57.34,47.12,49.2,8409985.28,0,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0338266384778012,NA,NA,NA
"2183","Lanius excubitoroides","Lanius excubitoroides",55.3,52.2,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",22.6,12.4,7.1,8.8,31.3,24.9,21.3,134.6,"Shrubland",3,1,"Carnivore","Invertivore",-11.4,16.7,8.68,27,2533065.5,1000,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0593869731800765,NA,NA,NA
"2184","Lanius cabanisi","Lanius cabanisi",76.8,71,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",25.1,14.1,8.3,10.7,32.3,21,19,152.1,"Shrubland",3,1,"Carnivore","Omnivore",-9.05,3.81,-3.37,38.37,548346.11,0,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0816901408450704,NA,NA,NA
"2185","Lanius mackinnoni","Lanius mackinnoni",33.3,35.3,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",20.2,11.6,7.2,8.6,25.1,14.9,17.6,98.8,"Woodland",3,1,"Carnivore","Invertivore",-9.66,7.55,-0.64,22.18,1193617.21,0,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.056657223796034,NA,NA,NA
"2186","Lanius collaris","Lanius collaris",41.8,39.8,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",21.2,12.1,6.8,8.6,27.4,21.8,22.2,112.2,"Grassland",3,1,"Carnivore","Invertivore",-34.84,16.71,-12.18,23.45,7178744.68,0,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050251256281407,NA,NA,NA
"2187","Lanius collaris smithii","Lanius collaris",34.1,31.1,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",21.2,12.1,6.8,8.6,27.4,21.8,22.2,112.2,"Grassland",3,1,"Carnivore","Invertivore",-34.84,16.71,-12.18,23.45,7178744.68,0,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0964630225080386,NA,NA,NA
"2188","Lanius newtoni","Lanius newtoni",NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",19.7,10.4,6.8,6.7,25.4,20.9,22.6,110.2,"Forest",1,1,"Carnivore","Invertivore",0.13,0.27,0.2,6.56,150.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189","Lanius senator","Lanius senator",34.6,37.4,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",17.9,10.5,5.9,7.3,24.2,30.5,31.4,75.1,"Shrubland",2,3,"Carnivore","Invertivore",27.91,52.94,38.9,15.24,2577480.33,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0748663101604277,NA,NA,NA
"2190","Eurocephalus rueppelli","Eurocephalus rueppelli",48.4,52.9,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",22.9,13.5,7.8,9.1,23.7,30.4,24.3,96.3,"Woodland",2,1,"Carnivore","Invertivore",-11.13,12.36,3.01,39.98,1835004.73,0,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0850661625708885,NA,NA,NA
"2191","Eurocephalus anguitimens","Eurocephalus anguitimens",68,70.1,NA,NA,NA,NA,NA,NA,NA,NA,"Laniidae",22.5,14.7,8.1,9.6,26.4,34,25,102,"Woodland",2,1,"Carnivore","Invertivore",-27.61,-11.34,-20.71,23,1521047.71,0,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0299572039942938,NA,NA,NA
"2192","Dryoscopus cubla","Dryoscopus cubla",27.1,25.4,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",20.8,11.7,5.6,6.3,22.7,10.9,13.8,65.2,"Woodland",2,1,"Carnivore","Invertivore",-34.21,3.48,-13.69,28.38,5720470.9,0,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0669291338582678,NA,NA,NA
"2193","Dryoscopus sabini","Dryoscopus sabini",38.5,35.8,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",25.9,15,8.1,8,25,8.1,9.6,67.8,"Forest",1,1,"Carnivore","Invertivore",-9.83,9.42,2.52,7.64,1205106.96,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0754189944134079,NA,NA,NA
"2194","Laniarius ruficeps","Laniarius ruficeps",35,30.5,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",22.6,14.1,5.3,7.3,31.6,6.6,7.6,86,"Shrubland",1,1,"Carnivore","Invertivore",-4.24,10.32,4.48,42.69,660049.39,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147540983606557,NA,NA,NA
"2195","Laniarius bicolor","Laniarius bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",26.9,15.6,6.3,8.4,35.2,7.1,7.4,85.7,"Shrubland",2,1,"Carnivore","Invertivore",-20.76,4.17,-14.51,18.73,459587.12,0,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196","Laniarius leucorhynchus","Laniarius leucorhynchus",53.5,47,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",27.1,15.5,7.3,9.1,31.5,4.5,5,81,"Shrubland",1,1,"Carnivore","Invertivore",-8.44,9.72,1.09,15.71,2498729.01,700,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138297872340426,NA,NA,NA
"2197","Telophorus zeylonus","Telophorus zeylonus",65.1,61.2,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",26.8,14.2,5.9,7.9,35.4,13.7,13.9,94.6,"Shrubland",2,1,"Carnivore","Invertivore",-34.84,-12.39,-28.44,22.75,1314512.43,0,2550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0637254901960783,NA,NA,NA
"2198","Telophorus olivaceus","Telophorus olivaceus",34.5,32.7,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",20,10.6,5.5,6.5,25.9,9.1,11.1,78.8,"Forest",1,1,"Carnivore","Invertivore",-34.48,-14.13,-27.84,29.77,332431.69,900,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0550458715596329,NA,NA,NA
"2199","Telophorus dohertyi","Telophorus dohertyi",39.7,30.9,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",21.6,10.7,5,6.3,29.7,4.3,5.4,79.6,"Shrubland",2,1,"Carnivore","Invertivore",-5.57,1.42,-1.83,30.85,113100.74,1360,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284789644012945,NA,NA,NA
"2200","Malaconotus lagdeni","Malaconotus lagdeni",92.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",30.9,18,8.4,13.2,33.1,9.1,8.3,110.8,"Forest",1,1,"Carnivore","Invertivore",-4.15,8.68,5.75,-3.03,338592.2,100,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2201","Prionops plumatus","Prionops plumatus",32.7,34.9,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",20.9,12.6,5.1,5.8,22.5,17.3,16.1,88.5,"Woodland",2,1,"Carnivore","Invertivore",-29.93,17.48,-1.65,21.85,10670489.61,0,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0630372492836675,NA,NA,NA
"2202","Prionops poliolophus","Prionops poliolophus",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",21.4,13.9,5.5,6.9,24.7,24.3,18.6,101.3,"Shrubland",3,1,"Carnivore","Invertivore",-3,-0.17,-1.8,34.65,52607.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203","Prionops caniceps rufiventris","Prionops caniceps",42.4,47.3,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",25.8,16.6,7.4,8.3,19.9,18.1,15.6,78.6,"Forest",1,1,"Carnivore","Invertivore",3.88,10.81,6.94,-1.64,892308.99,0,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.103594080338266,NA,NA,NA
"2204","Prionops retzii graculinus","Prionops retzii",49.3,53.4,NA,NA,NA,NA,NA,NA,NA,NA,"Malaconotidae",23.6,15.2,6.3,7.2,22.3,22.8,17.3,95.4,"Woodland",2,1,"Carnivore","Invertivore",-27.37,1.8,-13.99,27.93,4451615.16,0,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0767790262172285,NA,NA,NA
"2205","Euryceros prevostii","Euryceros prevostii",109,86.2,NA,NA,NA,NA,NA,NA,NA,NA,"Vangidae",47.3,29.7,14.3,24.9,30.3,32.2,22.2,104.1,"Forest",1,1,"Carnivore","Invertivore",-18.81,-13.88,-16.07,49.51,16245.72,200,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264501160092807,NA,NA,NA
"2206","Chaetorhynchus papuensis","Chaetorhynchus papuensis",42,33,NA,NA,NA,NA,NA,NA,NA,NA,"Dicruridae",21.8,10.7,6.4,7.9,20,24.2,22.2,94.5,"Forest",1,1,"Carnivore","Invertivore",-10.7,-0.69,-5.16,141.85,305618.38,200,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272727272727273,NA,NA,NA
"2207","Dicrurus modestus","Dicrurus modestus",NA,45.6,NA,NA,NA,NA,NA,NA,NA,NA,"Dicruridae",26.3,17.6,8.8,8.8,19.5,32.3,25.1,121.2,"Forest",2,1,"Carnivore","Invertivore",-12.33,9.6,1.01,15.33,3490807.08,0,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208","Dicrurus aldabranus","Dicrurus aldabranus",51,46,NA,NA,NA,NA,NA,NA,NA,NA,"Dicruridae",28.2,17.1,8.7,9.3,24.3,29.5,23.3,130.7,"Shrubland",2,1,"Carnivore","Invertivore",-9.47,-9.34,-9.4,46.37,159.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108695652173913,NA,NA,NA
"2209","Dicrurus annectans","Dicrurus annectans",NA,44,NA,NA,NA,NA,NA,NA,NA,NA,"Dicruridae",30.2,19.4,10.1,10.6,21.6,40.9,28.6,110.6,"Forest",2,3,"Carnivore","Invertivore",14.8,30.04,22.13,98.94,1267321.06,0,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210","Dicrurus aeneus","Dicrurus aeneus",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,"Dicruridae",21.6,13.3,7.6,6.1,16,34.4,29.4,84.6,"Forest",1,1,"Carnivore","Invertivore",-5.95,31.13,14.77,98.92,4639369.76,0,2135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211","Dicrurus balicassius","Dicrurus balicassius",71.6,73,NA,NA,NA,NA,NA,NA,NA,NA,"Dicruridae",34.5,20.9,9.9,11.2,24.5,30.1,21.8,109.9,"Forest",1,1,"Carnivore","Invertivore",9.04,18.65,14.59,121.76,151573.53,0,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0191780821917809,NA,NA,NA
"2212","Dicrurus megarhynchus","Dicrurus megarhynchus",NA,130,NA,NA,NA,NA,NA,NA,NA,NA,"Dicruridae",41.1,24.9,11.4,13,28.8,44.4,24.8,307.2,"Forest",1,1,"Carnivore","Invertivore",-4.85,-2.56,-3.81,152.33,7019.61,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2213","Dicrurus bracteatus longirostris","Dicrurus bracteatus",91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicruridae",34.4,22,10.3,11.7,23.6,34.4,23.2,120.2,"Forest",1,1,"Carnivore","Invertivore",-39.15,2.65,-15.51,143.43,1975520.32,0,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
