class,genus,species,female_body_mass_g,male_body_mass_g
Aves,Amazona,agilis,-999,212.25
Aves,Amazona,albifrons,-999,-999
Aves,Amazona,amazonica,366,384
Aves,Amazona,auropalliata,429,-999
Aves,Amazona,autumnalis,-999,-999
Aves,Amazona,barbadensis,270,-999
Aves,Amazona,brasiliensis,-999,-999
Aves,Amazona,collaria,-999,187
Aves,Amazona,diadema,-999,-999
Aves,Amazona,dufresniana,-999,-999
Aves,Amazona,farinosa,625,750
Aves,Amazona,festiva,-999,430
Aves,Amazona,finschi,-999,-999
Aves,Amazona,guildingii,-999,-999
Aves,Amazona,imperialis,-999,-999
Aves,Amazona,leucocephala,-999,-999
Aves,Amazona,mercenarius,340,-999
Aves,Amazona,ochrocephala,429,-999
Aves,Amazona,oratrix,429,517
Aves,Amazona,pretrei,-999,-999
Aves,Amazona,rhodocorytha,-999,-999
Aves,Amazona,tresmariae,429,517
Aves,Amazona,tucumana,-999,-999
Aves,Amazona,ventralis,214,-999
Aves,Amazona,versicolor,-999,-999
Aves,Amazona,vinacea,-999,-999
Aves,Amazona,viridigenalis,-999,-999
Aves,Amazona,vittata,-999,-999
Aves,Amazona,xantholora,-999,-999
Aves,Anodorhynchus,hyacinthinus,-999,-999
Aves,Anodorhynchus,leari,-999,-999
Aves,Aprosmictus,erythropterus,137,134.7
Aves,Aprosmictus,jonquillaceus,119,-999
Aves,Ara,ambiguus,-999,-999
Aves,Ara,ararauna,1132,1163
Aves,Ara,chloropterus,-999,1050
Aves,Ara,glaucogularis,-999,-999
Aves,Ara,macao,900,-999
Aves,Ara,militaris,-999,1134
Aves,Ara,rubrogenys,-999,-999
Aves,Ara,severus,336,371
Aves,Aratinga,auricapillus,-999,130
Aves,Aratinga,guarouba,-999,-999
Aves,Aratinga,jandaya,89.375,-999
Aves,Aratinga,nenday,-999,-999
Aves,Aratinga,solstitialis,-999,-999
Aves,Aratinga,weddellii,-999,-999
Aves,Barnardius,zonarius,125.25,141.05
Aves,Bolbopsittacus,lunulatus,-999,-999
Aves,Bolborhynchus,aurifrons,-999,-999
Aves,Bolborhynchus,lineola,-999,-999
Aves,Bolborhynchus,orbygnesius,-999,-999
Aves,Brotogeris,chiriri,68,72.85
Aves,Brotogeris,chrysoptera,49.5,54.5
Aves,Brotogeris,cyanoptera,62.5,67.2
Aves,Brotogeris,jugularis,65.5,61
Aves,Brotogeris,pyrrhoptera,60,68
Aves,Brotogeris,sanctithomae,-999,-999
Aves,Brotogeris,tirica,63,-999
Aves,Brotogeris,versicolurus,68.3,73.725
Aves,Chalcopsitta,atra,-999,-999
Aves,Chalcopsitta,cardinalis,-999,-999
Aves,Chalcopsitta,scintillata,-999,-999
Aves,Charmosyna,josefinae,-999,74
Aves,Charmosyna,margarethae,43.775,54.9
Aves,Charmosyna,meeki,-999,-999
Aves,Charmosyna,papou,79.65,85.85
Aves,Charmosyna,placentis,31.7,35.5
Aves,Charmosyna,pulchella,32.3,37
Aves,Charmosyna,rubrigularis,-999,-999
Aves,Conuropsis,carolinensis,-999,-999
Aves,Coracopsis,nigra,-999,-999
Aves,Coracopsis,vasa,-999,-999
Aves,Cyanoliseus,patagonus,267.75,291.25
Aves,Cyanopsitta,spixii,200,-999
Aves,Cyanoramphus,auriceps,40.7,51.2
Aves,Cyanoramphus,cookii,81.5,88
Aves,Cyanoramphus,erythrotis,81.5,88
Aves,Cyanoramphus,forbesi,40.7,51.2
Aves,Cyanoramphus,hochstetteri,81.5,88
Aves,Cyanoramphus,malherbi,-999,-999
Aves,Cyanoramphus,novaezelandiae,81.5,88
Aves,Cyanoramphus,saisseti,81.5,88
Aves,Cyanoramphus,subflavescens,81.5,88
Aves,Cyanoramphus,unicolor,133,167
Aves,Cyclopsitta,diophthalma,-999,37
Aves,Cyclopsitta,gulielmitertii,-999,-999
Aves,Deroptyus,accipitrinus,231,244
Aves,Diopsittaca,nobilis,145.5,156.5
Aves,Eclectus,roratus,467.9,417.5
Aves,Enicognathus,ferrugineus,-999,-999
Aves,Enicognathus,leptorhynchus,267.75,286
Aves,Eos,bornea,-999,-999
Aves,Eos,cyanogenia,-999,-999
Aves,Eos,histrio,-999,-999
Aves,Eos,reticulata,-999,-999
Aves,Eos,semilarvata,-999,-999
Aves,Eos,squamata,-999,-999
Aves,Eunymphicus,cornutus,-999,-999
Aves,Eunymphicus,uvaeensis,-999,-999
Aves,Eupsittula,aurea,82.8,86.5
Aves,Eupsittula,cactorum,-999,-999
Aves,Eupsittula,canicularis,81,82
Aves,Eupsittula,nana,-999,-999
Aves,Eupsittula,pertinax,88.5,89
Aves,Forpus,coelestis,24.5,27.9
Aves,Forpus,conspicillatus,-999,-999
Aves,Forpus,cyanopygius,-999,-999
Aves,Forpus,modestus,-999,-999
Aves,Forpus,passerinus,25,25
Aves,Forpus,xanthops,24.5,27.9
Aves,Forpus,xanthopterygius,25,25
Aves,Geoffroyus,geoffroyi,142.5,139.3
Aves,Geoffroyus,heteroclitus,-999,-999
Aves,Geoffroyus,simplex,-999,-999
Aves,Glossopsitta,concinna,73.4,79
Aves,Glossopsitta,porphyrocephala,45.5,44.3
Aves,Glossopsitta,pusilla,39.7,39.2
Aves,Graydidascalus,brachyurus,-999,-999
Aves,Guaruba,guarouba,-999,-999
Aves,Hapalopsittaca,amazonina,-999,106
Aves,Hapalopsittaca,melanotis,-999,158
Aves,Hapalopsittaca,pyrrhops,-999,-999
Aves,Lathamus,discolor,64.6,64.7
Aves,Loriculus,aurantiifrons,-999,-999
Aves,Loriculus,beryllinus,-999,-999
Aves,Loriculus,camiguinensis,-999,-999
Aves,Loriculus,galgulus,-999,-999
Aves,Loriculus,philippensis,-999,-999
Aves,Loriculus,pusillus,-999,-999
Aves,Loriculus,tener,-999,-999
Aves,Loriculus,vernalis,35.7,-999
Aves,Lorius,albidinucha,132.5,-999
Aves,Lorius,chlorocercus,162.25,191.75
Aves,Lorius,domicella,-999,-999
Aves,Lorius,garrulus,-999,-999
Aves,Lorius,hypoinochrous,187,-999
Aves,Lorius,lory,172.25,181
Aves,Melopsittacus,undulatus,28.8,29.3
Aves,Micropsitta,bruijnii,12.25,14.65
Aves,Micropsitta,finschii,-999,-999
Aves,Micropsitta,geelvinkiana,-999,-999
Aves,Micropsitta,keiensis,-999,-999
Aves,Micropsitta,pusio,13,-999
Aves,Myiopsitta,monachus,103,103
Aves,Nannopsittaca,dachilleae,-999,-999
Aves,Nannopsittaca,panychlora,-999,-999
Aves,Neophema,bourkii,-999,-999
Aves,Neophema,chrysogaster,-999,-999
Aves,Neophema,chrysostoma,47.8,45.7
Aves,Neophema,elegans,47,43.4
Aves,Neophema,petrophila,53.5,53
Aves,Neophema,pulchella,40.1,42.7
Aves,Neophema,splendida,-999,39.1
Aves,Neopsephotus,bourkii,42.9,46
Aves,Neopsittacus,musschenbroekii,-999,-999
Aves,Neopsittacus,pullicauda,-999,-999
Aves,Northiella,haematogaster,79.2,93.7
Aves,Ognorhynchus,icterotis,-999,-999
Aves,Oreopsittacus,arfaki,-999,-999
Aves,Orthopsittaca,manilatus,-999,-999
Aves,Pezoporus,flaviventris,73,75.7
Aves,Pezoporus,occidentalis,-999,-999
Aves,Pezoporus,wallicus,73,75.7
Aves,Phigys,solitarius,76.35,91.1
Aves,Pionites,leucogaster,-999,-999
Aves,Pionites,melanocephalus,143.5,160.5
Aves,Pionopsitta,pileata,-999,-999
Aves,Pionus,chalcopterus,-999,210
Aves,Pionus,fuscus,-999,-999
Aves,Pionus,maximiliani,-999,293
Aves,Pionus,menstruus,254,226
Aves,Pionus,senilis,-999,-999
Aves,Pionus,seniloides,-999,-999
Aves,Pionus,sordidus,-999,-999
Aves,Pionus,tumultuosus,-999,-999
Aves,Platycercus,adscitus,113.4,110.4
Aves,Platycercus,caledonicus,118.1,149
Aves,Platycercus,elegans,118.05,144.3
Aves,Platycercus,eximius,104.55,103.8
Aves,Platycercus,icterotis,61.2,65.4
Aves,Platycercus,venustus,86.4,92.6
Aves,Platycercus,zonarius,126.1,139.6
Aves,Poicephalus,crassus,133.5,147
Aves,Poicephalus,cryptoxanthus,133.5,147
Aves,Poicephalus,flavifrons,-999,-999
Aves,Poicephalus,fuscicollis,318,340.75
Aves,Poicephalus,gulielmi,260,290
Aves,Poicephalus,meyeri,113.5,120
Aves,Poicephalus,robustus,318,340.75
Aves,Poicephalus,rueppellii,110,113.5
Aves,Poicephalus,rufiventris,-999,120
Aves,Poicephalus,senegalus,135,-999
Aves,Polytelis,alexandrae,112.3,96
Aves,Polytelis,anthopeplus,182.9,174.7
Aves,Polytelis,swainsonii,154.3,153.1
Aves,Primolius,auricollis,-999,-999
Aves,Primolius,couloni,-999,-999
Aves,Primolius,maracana,-999,-999
Aves,Prioniturus,discurus,158,137.5
Aves,Prioniturus,luconensis,-999,-999
Aves,Prioniturus,mindorensis,158,137.5
Aves,Prioniturus,montanus,111,127.5
Aves,Prioniturus,platenae,158,124.5
Aves,Prioniturus,platurus,66.3,-999
Aves,Prioniturus,waterstradti,158,137.5
Aves,Prosopeia,personata,-999,-999
Aves,Prosopeia,splendens,-999,-999
Aves,Prosopeia,tabuensis,-999,-999
Aves,Psephotus,chrysopterygius,-999,41.5
Aves,Psephotus,dissimilis,43.5,47.15
Aves,Psephotus,haematogaster,-999,-999
Aves,Psephotus,haematonotus,61.5,61.4
Aves,Psephotus,pulcherrimus,-999,-999
Aves,Psephotus,varius,60.6,61.7
Aves,Pseudeos,fuscata,-999,143
Aves,Psilopsiagon,aurifrons,-999,-999
Aves,Psilopsiagon,aymara,-999,-999
Aves,Psittacara,brevipes,-999,-999
Aves,Psittacara,chloropterus,-999,-999
Aves,Psittacara,erythrogenys,-999,151
Aves,Psittacara,euops,-999,-999
Aves,Psittacara,finschi,-999,-999
Aves,Psittacara,holochlorus,-999,-999
Aves,Psittacara,leucophthalmus,168,164
Aves,Psittacara,mitratus,-999,-999
Aves,Psittacara,rubritorquis,-999,212
Aves,Psittacara,strenuus,-999,-999
Aves,Psittacara,wagleri,110,-999
Aves,Psittacella,brehmii,-999,-999
Aves,Psittacella,madaraszi,35.675,42.225
Aves,Psittacella,modesta,-999,-999
Aves,Psittacella,picta,-999,-999
Aves,Psittacula,alexandri,-999,-999
Aves,Psittacula,calthrapae,-999,-999
Aves,Psittacula,columboides,-999,-999
Aves,Psittacula,cyanocephala,66,70.8
Aves,Psittacula,derbiana,251,-999
Aves,Psittacula,eques,158,133
Aves,Psittacula,eupatria,214,-999
Aves,Psittacula,finschii,-999,89.6
Aves,Psittacula,himalayana,-999,-999
Aves,Psittacula,krameri,132.95,133
Aves,Psittacula,longicauda,-999,-999
Aves,Psittacula,roseata,66,70.8
Aves,Psittacula,wardi,214,-999
Aves,Psittaculirostris,desmarestii,-999,-999
Aves,Psittaculirostris,edwardsii,-999,-999
Aves,Psittaculirostris,salvadorii,-999,-999
Aves,Psittacus,erithacus,400,402
Aves,Psitteuteles,goldiei,-999,-999
Aves,Psitteuteles,iris,-999,-999
Aves,Psitteuteles,versicolor,53.4,53.5
Aves,Psittinus,cyanurus,-999,-999
Aves,Psittrichas,fulgidus,-999,-999
Aves,Purpureicephalus,spurius,113.2,117.3
Aves,Pyrilia,barrabandi,-999,-999
Aves,Pyrilia,caica,-999,-999
Aves,Pyrilia,haematotis,-999,-999
Aves,Pyrilia,pulchra,-999,-999
Aves,Pyrrhura,albipectus,98,110
Aves,Pyrrhura,amazonum,65,63
Aves,Pyrrhura,cruentata,-999,-999
Aves,Pyrrhura,egregia,-999,66.3
Aves,Pyrrhura,emma,65,63
Aves,Pyrrhura,frontalis,72,88.25
Aves,Pyrrhura,griseipectus,-999,-999
Aves,Pyrrhura,hoematotis,-999,-999
Aves,Pyrrhura,hoffmanni,-999,-999
Aves,Pyrrhura,lepida,-999,75
Aves,Pyrrhura,leucotis,-999,-999
Aves,Pyrrhura,lucianii,65,63
Aves,Pyrrhura,melanura,-999,-999
Aves,Pyrrhura,molinae,-999,-999
Aves,Pyrrhura,orcesi,-999,-999
Aves,Pyrrhura,perlata,-999,75
Aves,Pyrrhura,pfrimeri,-999,-999
Aves,Pyrrhura,picta,65,63
Aves,Pyrrhura,roseifrons,65,63
Aves,Pyrrhura,rupicola,-999,-999
Aves,Rhynchopsitta,pachyrhyncha,313,337
Aves,Rhynchopsitta,terrisi,-999,-999
Aves,Tanygnathus,lucionensis,-999,215
Aves,Tanygnathus,megalorynchos,325,-999
Aves,Tanygnathus,sumatranus,293,248.25
Aves,Thectocercus,acuticaudatus,-999,-999
Aves,Touit,batavicus,-999,-999
Aves,Touit,costaricensis,-999,-999
Aves,Touit,dilectissimus,-999,65
Aves,Touit,huetii,-999,-999
Aves,Touit,purpuratus,-999,-999
Aves,Touit,stictopterus,-999,78.025
Aves,Trichoglossus,capistratus,105.25,124.85
Aves,Trichoglossus,chlorolepidotus,85.3,88.4
Aves,Trichoglossus,euteles,-999,73.7
Aves,Trichoglossus,flavoviridis,-999,-999
Aves,Trichoglossus,forsteni,105.25,124.85
Aves,Trichoglossus,haematodus,105.25,124.85
Aves,Trichoglossus,johnstoniae,-999,-999
Aves,Trichoglossus,moluccanus,105.25,124.85
Aves,Trichoglossus,ornatus,-999,-999
Aves,Trichoglossus,rosenbergii,105.25,124.85
Aves,Trichoglossus,rubiginosus,-999,-999
Aves,Trichoglossus,rubritorquis,105.25,124.85
Aves,Trichoglossus,weberi,105.25,124.85
Aves,Triclaria,malachitacea,-999,-999
Aves,Vini,australis,-999,-999
Aves,Vini,peruviana,29,-999
Aves,Vini,stepheni,46.5,55
Aves,Vini,ultramarina,-999,-999
Aves,Nestor,meridionalis,400,458
Aves,Nestor,notabilis,779,956
Aves,Strigops,habroptila,1500,2060
Aves,Pterocles,alchata,232.75,250
Aves,Pterocles,bicinctus,239,234
Aves,Pterocles,burchelli,171.75,191
Aves,Pterocles,coronatus,300,300
Aves,Pterocles,decoratus,178.75,187.5
Aves,Pterocles,exustus,191.25,209
Aves,Pterocles,gutturalis,336,342
Aves,Pterocles,indicus,185,187
Aves,Pterocles,lichtensteinii,210,247.5
Aves,Pterocles,namaqua,181,180
Aves,Pterocles,orientalis,383,428
Aves,Pterocles,personatus,-999,-999
Aves,Pterocles,quadricinctus,200,160
Aves,Pterocles,senegallus,255,272
Aves,Syrrhaptes,paradoxus,246,274
Aves,Syrrhaptes,tibetanus,-999,-999
Aves,Rhea,americana,23000,23750
Aves,Rhea,pennata,20000,23850
Aves,Aptenodytes,forsteri,29500,38200
Aves,Aptenodytes,patagonicus,11325,12775
Aves,Eudyptes,chrysocome,2440,2500
Aves,Eudyptes,chrysolophus,4950,4385
Aves,Eudyptes,moseleyi,2440,2500
Aves,Eudyptes,pachyrhynchus,3870,4320
Aves,Eudyptes,robustus,3280,3742.5
Aves,Eudyptes,schlegeli,4707.5,4500
Aves,Eudyptes,sclateri,5434,6382
Aves,Eudyptula,minor,1085.2,1206.875
Aves,Megadyptes,antipodes,5130,5615
Aves,Pygoscelis,adeliae,4720,5175
Aves,Pygoscelis,antarcticus,3876,4435
Aves,Pygoscelis,papua,5285,6130
Aves,Spheniscus,demersus,3200,3600
Aves,Spheniscus,humboldti,4175,4718
Aves,Spheniscus,magellanicus,3770,4470
Aves,Spheniscus,mendiculus,1740,2232.5
Aves,Aegolius,acadicus,131,77.4
Aves,Aegolius,funereus,167,107
Aves,Aegolius,harrisii,-999,-999
Aves,Aegolius,ridgwayi,-999,-999
Aves,Asio,capensis,340,340
Aves,Asio,flammeus,378,292.75
Aves,Asio,otus,308,253
Aves,Asio,stygius,-999,-999
Aves,Athene,brama,-999,114
Aves,Athene,cunicularia,156,146.3
Aves,Athene,noctua,175.5,166
Aves,Bubo,africanus,-999,-999
Aves,Bubo,ascalaphus,2992,2351.25
Aves,Bubo,bengalensis,2992,2322.5
Aves,Bubo,blakistoni,-999,-999
Aves,Bubo,bubo,2992,2351.25
Aves,Bubo,capensis,1347,929
Aves,Bubo,cinerascens,-999,-999
Aves,Bubo,coromandus,-999,-999
Aves,Bubo,lacteus,2625,1704
Aves,Bubo,leucostictus,555.15,511
Aves,Bubo,magellanicus,1377.25,1190.25
Aves,Bubo,nipalensis,-999,-999
Aves,Bubo,poensis,746,575
Aves,Bubo,scandiacus,2229.5,1728
Aves,Bubo,shelleyi,1257,1257
Aves,Bubo,sumatranus,-999,-999
Aves,Bubo,virginianus,1541.625,1304
Aves,Bubo,vosseleri,746,575
Aves,Glaucidium,albertinum,97.5,117
Aves,Glaucidium,bolivianum,66.5,59.6
Aves,Glaucidium,brasilianum,75.1,66
Aves,Glaucidium,brodiei,63,55.05
Aves,Glaucidium,californicum,73,61.9
Aves,Glaucidium,capense,122,117
Aves,Glaucidium,castanotum,209,187
Aves,Glaucidium,cobanense,73,61.9
Aves,Glaucidium,costaricanum,-999,66
Aves,Glaucidium,cuculoides,209,187
Aves,Glaucidium,gnoma,73,61.9
Aves,Glaucidium,griseiceps,-999,50.6
Aves,Glaucidium,hardyi,-999,58.775
Aves,Glaucidium,hoskinsii,73,61.9
Aves,Glaucidium,jardinii,-999,-999
Aves,Glaucidium,minutissimum,-999,-999
Aves,Glaucidium,mooreorum,-999,51
Aves,Glaucidium,nana,76.15,66.15
Aves,Glaucidium,nubicola,79,76.1
Aves,Glaucidium,palmarum,-999,45.7
Aves,Glaucidium,parkeri,-999,61.25
Aves,Glaucidium,passerinum,73,58
Aves,Glaucidium,perlatum,96.5,65.5
Aves,Glaucidium,peruanum,64.5,60.2
Aves,Glaucidium,radiatum,-999,114
Aves,Glaucidium,sanchezi,-999,55
Aves,Glaucidium,siju,78.25,62.35
Aves,Glaucidium,sjostedti,139,-999
Aves,Glaucidium,tephronotum,101.75,88
Aves,Heteroglaux,blewitti,-999,241
Aves,Jubula,lettii,183,-999
Aves,Ketupa,blakistoni,-999,-999
Aves,Ketupa,flavipes,-999,-999
Aves,Ketupa,ketupu,-999,-999
Aves,Ketupa,zeylonensis,1105,-999
Aves,Lophostrix,cristata,620,467.75
Aves,Margarobyas,lawrencii,-999,-999
Aves,Megascops,albogularis,-999,-999
Aves,Megascops,asio,194,167
Aves,Megascops,atricapilla,-999,-999
Aves,Megascops,barbarus,69,-999
Aves,Megascops,centralis,-999,-999
Aves,Megascops,choliba,148,138
Aves,Megascops,clarkii,186,135.75
Aves,Megascops,colombianus,-999,153
Aves,Megascops,cooperi,181,149
Aves,Megascops,guatemalae,-999,-999
Aves,Megascops,hoyi,-999,110
Aves,Megascops,ingens,181,151
Aves,Megascops,kennicottii,194,167
Aves,Megascops,koepckeae,-999,-999
Aves,Megascops,marshalli,-999,-999
Aves,Megascops,napensis,-999,-999
Aves,Megascops,nudipes,140,127.75
Aves,Megascops,petersoni,-999,96
Aves,Megascops,roboratus,162,144
Aves,Megascops,roraimae,-999,-999
Aves,Megascops,sanctaecatarinae,191.25,172.25
Aves,Megascops,seductus,-999,159.75
Aves,Megascops,trichopsis,94.4,84.5
Aves,Megascops,vermiculatus,-999,-999
Aves,Megascops,watsonii,-999,-999
Aves,Micrathene,whitneyi,46,44
Aves,Nesasio,solomonensis,1155,-999
Aves,Ninox,affinis,186,-999
Aves,Ninox,boobook,257.15,219
Aves,Ninox,burhani,-999,99
Aves,Ninox,connivens,591.8,694
Aves,Ninox,forbesi,-999,-999
Aves,Ninox,hypogramma,-999,-999
Aves,Ninox,ios,-999,-999
Aves,Ninox,jacquinoti,277,229
Aves,Ninox,japonica,186,-999
Aves,Ninox,mindorensis,141,119.25
Aves,Ninox,natalis,-999,-999
Aves,Ninox,novaeseelandiae,213.5,189.8
Aves,Ninox,obscura,186,-999
Aves,Ninox,odiosa,209,-999
Aves,Ninox,philippensis,141,119.25
Aves,Ninox,randi,186,-999
Aves,Ninox,reyi,141,119.25
Aves,Ninox,rudolfi,213.5,189.8
Aves,Ninox,rufa,819.5,1087.5
Aves,Ninox,scutulata,186,-999
Aves,Ninox,spilocephala,141,119.25
Aves,Ninox,spilonotus,141,119.25
Aves,Ninox,squamipila,-999,-999
Aves,Ninox,strenua,1252.5,1447.2
Aves,Ninox,sumbaensis,-999,-999
Aves,Ninox,superciliaris,-999,-999
Aves,Ninox,theomacha,-999,-999
Aves,Otus,angelinae,-999,-999
Aves,Otus,bakkamoena,142,112
Aves,Otus,balli,-999,-999
Aves,Otus,brucei,85.75,106
Aves,Otus,capnodes,-999,-999
Aves,Otus,collari,-999,76
Aves,Otus,elegans,92,76.6
Aves,Otus,enganensis,-999,-999
Aves,Otus,everetti,186.5,148.5
Aves,Otus,fuliginosus,142,112
Aves,Otus,hartlaubi,-999,-999
Aves,Otus,icterorhynchus,72,75
Aves,Otus,insularis,-999,-999
Aves,Otus,ireneae,-999,48
Aves,Otus,lempiji,142,112
Aves,Otus,lettia,142,112
Aves,Otus,longicornis,93.5,73.5
Aves,Otus,madagascariensis,-999,-999
Aves,Otus,magicus,-999,-999
Aves,Otus,manadensis,-999,-999
Aves,Otus,mantananensis,92,76.6
Aves,Otus,mayottensis,-999,-999
Aves,Otus,megalotis,231,159.5
Aves,Otus,mentawi,142,112
Aves,Otus,mindorensis,92,76.6
Aves,Otus,mirus,68.5,57.2
Aves,Otus,moheliensis,116,95
Aves,Otus,nigrorum,231,159.5
Aves,Otus,pamelae,-999,-999
Aves,Otus,pauliani,-999,69.5
Aves,Otus,pembaensis,-999,-999
Aves,Otus,rufescens,-999,-999
Aves,Otus,rutilus,-999,-999
Aves,Otus,sagittatus,-999,-999
Aves,Otus,scops,92,76.6
Aves,Otus,semitorques,142,112
Aves,Otus,senegalensis,-999,-999
Aves,Otus,siaoensis,-999,-999
Aves,Otus,socotranus,85.75,106
Aves,Otus,spilocephalus,-999,-999
Aves,Otus,sulaensis,-999,-999
Aves,Otus,sunia,91.75,73
Aves,Otus,umbra,-999,-999
Aves,Pseudoscops,clamator,484,406
Aves,Pseudoscops,grammicus,-999,-999
Aves,Psiloscops,flammeolus,65.6,54.7
Aves,Ptilopsis,granti,249.75,190
Aves,Ptilopsis,leucotis,-999,-999
Aves,Pulsatrix,koeniswaldiana,481,-999
Aves,Pulsatrix,perspicillata,923.5,812.5
Aves,Sceloglaux,albifacies,-999,-999
Aves,Scotopelia,bouvieri,637,-999
Aves,Scotopelia,peli,2188,1725
Aves,Scotopelia,ussheri,834,743
Aves,Strix,aluco,524,433
Aves,Strix,butleri,218,-999
Aves,Strix,chacoensis,-999,-999
Aves,Strix,davidi,878,689
Aves,Strix,fulvescens,801,632
Aves,Strix,huhula,-999,-999
Aves,Strix,hylophila,395,302.25
Aves,Strix,leptogrammica,-999,970
Aves,Strix,nebulosa,1267,890
Aves,Strix,nigrolineata,485.75,435
Aves,Strix,nivicolum,524,433
Aves,Strix,occidentalis,650,579
Aves,Strix,ocellata,-999,-999
Aves,Strix,rufipes,-999,-999
Aves,Strix,sartorii,801,632
Aves,Strix,seloputo,-999,1011
Aves,Strix,uralensis,878,689
Aves,Strix,varia,801,632
Aves,Strix,virgata,336,238
Aves,Strix,woodfordii,300,248
Aves,Surnia,ulula,332,291.5
Aves,Xenoglaux,loweryi,-999,-999
Aves,Phodilus,assimilis,-999,-999
Aves,Phodilus,badius,-999,-999
Aves,Phodilus,prigoginei,195,-999
Aves,Tyto,alba,392,416.25
Aves,Tyto,capensis,382.5,320.25
Aves,Tyto,delicatula,392,416.25
Aves,Tyto,deroepstorffi,392,416.25
Aves,Tyto,glaucops,392,416.25
Aves,Tyto,longimembris,-999,-999
Aves,Tyto,manusi,707.25,538.75
Aves,Tyto,multipunctata,722.5,431
Aves,Tyto,novaehollandiae,707.25,538.75
Aves,Tyto,sororcula,707.25,538.75
Aves,Tyto,soumagnei,-999,-999
Aves,Tyto,tenebricosa,722.5,431
Aves,Struthio,camelus,100000,115000
Aves,Struthio,molybdophanes,100000,115000
Aves,Anhinga,anhinga,1226.5,1250
Aves,Anhinga,melanogaster,1541.125,1536.125
Aves,Anhinga,novaehollandiae,1541.125,1536.125
Aves,Anhinga,rufa,1541.125,1536.125
Aves,Fregata,andrewsi,1550,1400
Aves,Fregata,aquila,-999,-999
Aves,Fregata,ariel,858,754
Aves,Fregata,magnificens,1667,1310.5
Aves,Fregata,minor,1436.5,1220
Aves,Leucocarbo,atriceps,2266,2721.75
Aves,Leucocarbo,bougainvillii,-999,2573
Aves,Leucocarbo,bransfieldensis,2576,2872.25
Aves,Leucocarbo,campbelli,1775,2000
Aves,Leucocarbo,carunculatus,2500,2655
Aves,Leucocarbo,chalconotus,1814,2717
Aves,Leucocarbo,colensoi,1775,2000
Aves,Leucocarbo,georgianus,2472.7,2802.75
Aves,Leucocarbo,melanogenis,2218.25,2716
Aves,Leucocarbo,nivalis,2366.5,2722.5
Aves,Leucocarbo,onslowi,2145,2527.5
Aves,Leucocarbo,purpurascens,2435,2860
Aves,Leucocarbo,ranfurlyi,2350,2500
Aves,Leucocarbo,verrucosus,-999,-999
Aves,Microcarbo,africanus,531.5,626.75
Aves,Microcarbo,coronatus,726.5,796.35
Aves,Microcarbo,melanoleucos,679,804.5
Aves,Microcarbo,niger,-999,-999
Aves,Microcarbo,pygmeus,603,710
Aves,Phalacrocorax,aristotelis,1598,1948
Aves,Phalacrocorax,auritus,1712.25,1948.5
Aves,Phalacrocorax,brasilianus,1163,1293.25
Aves,Phalacrocorax,capensis,1142,1238.5
Aves,Phalacrocorax,capillatus,2525,3171.4
Aves,Phalacrocorax,carbo,2005,2400
Aves,Phalacrocorax,featherstoni,1160,1210
Aves,Phalacrocorax,fuscescens,-999,1515
Aves,Phalacrocorax,fuscicollis,-999,-999
Aves,Phalacrocorax,gaimardi,1331.5,1377
Aves,Phalacrocorax,harrisi,2700,3587.5
Aves,Phalacrocorax,lucidus,2005,2400
Aves,Phalacrocorax,magellanicus,1417,1553
Aves,Phalacrocorax,neglectus,1794,2107
Aves,Phalacrocorax,pelagicus,1702,2041
Aves,Phalacrocorax,penicillatus,1927.5,2570
Aves,Phalacrocorax,punctatus,1160,1210
Aves,Phalacrocorax,pygmeus,608.75,751.5
Aves,Phalacrocorax,sulcirostris,900,1100
Aves,Phalacrocorax,urile,1874.4,2428.05
Aves,Phalacrocorax,varius,1555.75,1971.5
Aves,Morus,bassanus,3067,2932
Aves,Morus,capensis,2669.5,2665
Aves,Morus,serrator,2045.5,2350
Aves,Papasula,abbotti,1491.5,1472.6
Aves,Sula,abbotti,1585,1499
Aves,Sula,dactylatra,2095,1900
Aves,Sula,granti,1910,1880
Aves,Sula,leucogaster,1343.6,1188.6
Aves,Sula,nebouxii,1801,1283
Aves,Sula,sula,1068,933
Aves,Sula,variegata,1465,1325
Aves,Crypturellus,atrocapillus,-999,452.75
Aves,Crypturellus,bartletti,-999,-999
